performance_id,competition,program,name,nation,rank,starting_number,total_segment_score,total_element_score,total_component_score,total_deductions
5b11774e74,ISU European Figure Skating Championships 2017,LADIES FREE SKATING,Roberta RODEGHIERO,ITA,12,18,103.23,46.76,56.47,0.00
3ea32d512d,ISU European Figure Skating Championships 2017,LADIES FREE SKATING,Maria SOTSKOVA,RUS,5,19,120.35,59.19,63.16,2.00
1988c7dfb5,ISU European Figure Skating Championships 2017,LADIES FREE SKATING,Laurine LECAVELIER,FRA,4,20,124.29,64.09,61.20,1.00
edd7216d74,ISU European Figure Skating Championships 2017,LADIES FREE SKATING,Ivett TOTH,HUN,8,21,111.16,53.38,57.78,0.00
ed016f8720,ISU European Figure Skating Championships 2017,LADIES FREE SKATING,Evgenia MEDVEDEVA,RUS,1,22,150.79,75.86,74.93,0.00
edf64b4969,ISU European Figure Skating Championships 2017,LADIES FREE SKATING,Carolina KOSTNER,ITA,2,23,138.12,64.45,73.67,0.00
c03efbc8c2,ISU European Figure Skating Championships 2017,LADIES FREE SKATING,Anna POGORILAYA,RUS,3,24,137.00,67.75,69.25,0.00
93633f7c47,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Colette Coco KAMINSKI,POL,30,1,39.83,21.62,18.21,0.00
ad4f1ad3fd,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Birce ATABEY,TUR,32,2,35.59,18.41,17.18,0.00
78c6724b0d,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Elzbieta KROPA,LTU,28,3,41.52,24.80,18.72,2.00
12444e94fb,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Hristina VASSILEVA,BUL,34,4,24.55,8.75,15.80,0.00
9b9f6079ae,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Aimee BUCHANAN,ISR,31,5,38.49,21.72,18.77,2.00
4764e4873e,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Natasha MCKAY,GBR,24,6,45.97,24.77,21.20,0.00
da4b091d04,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Carolina KOSTNER,ITA,3,7,72.40,36.80,35.60,0.00
31996759a7,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Dasa GRM,SLO,26,8,43.48,22.28,22.20,1.00
b107e343cf,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Helery HÄLVIN,EST,16,9,51.72,28.65,23.07,0.00
a8c53800d5,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Anne Line GJERSEM,NOR,23,10,48.06,26.20,21.86,0.00
c0858d1ba9,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Antonina DUBININA,SRB,29,11,41.05,23.04,18.01,0.00
c06f8ed7e0,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Emmi PELTONEN,FIN,14,12,53.52,27.84,25.68,0.00
8f806d3c02,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Loena HENDRICKX,BEL,11,13,55.41,30.18,25.23,0.00
343f7ff1a8,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Julia SAUTER,ROU,25,14,45.59,25.22,20.37,0.00
1206a8ad00,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Yasmine Kimiko YAMADA,SUI,27,15,42.33,22.88,20.45,1.00
b9e582ea21,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Valentina MATOS,ESP,33,16,34.79,18.08,17.71,1.00
8f9796799c,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Anna KHNYCHENKOVA,UKR,21,17,48.93,29.34,20.59,1.00
5a41269ad5,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Michaela-Lucie HANZLIKOVA,CZE,15,18,52.39,30.48,21.91,0.00
53868b204a,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Kerstin FRANK,AUT,17,19,51.47,29.04,22.43,0.00
e706eb2658,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Viveca LINDFORS,FIN,19,20,49.48,28.16,22.32,1.00
e1e3a555a9,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Nicole SCHOTT,GER,9,21,56.88,31.46,25.42,0.00
b9699c334a,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Matilda ALGOTSSON,SWE,18,22,51.35,28.14,23.21,0.00
920f0baf77,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Laurine LECAVELIER,FRA,5,23,63.81,35.63,28.18,0.00
f5f4b298ea,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Joshi HELGESSON,SWE,13,24,53.93,26.89,27.04,0.00
58473c64a4,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Ivett TOTH,HUN,6,25,61.49,34.49,27.00,0.00
1ec528381f,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Anastasia GALUSTYAN,ARM,10,26,56.40,31.14,26.26,1.00
bdf52a0c6e,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Nathalie WEINZIERL,GER,22,27,48.70,23.51,25.19,0.00
0f722050c2,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Mae Berenice MEITE,FRA,12,28,54.96,30.11,24.85,0.00
ab517aa32a,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Roberta RODEGHIERO,ITA,8,29,57.77,30.68,27.09,0.00
877e5c34bb,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Anna POGORILAYA,RUS,2,30,74.39,39.90,34.49,0.00
42df7fc041,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Maria SOTSKOVA,RUS,4,31,72.17,39.66,32.51,0.00
b9e99a2483,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Nicole RAJICOVA,SVK,7,32,60.98,33.51,28.47,1.00
b639d77459,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Evgenia MEDVEDEVA,RUS,1,33,78.92,42.00,36.92,0.00
3dafb77fa7,ISU European Figure Skating Championships 2017,LADIES SHORT PROGRAM,Angelina KUCHVALSKA,LAT,20,34,49.05,24.76,26.29,2.00
105047a7db,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Stephane WALKER,SUI,15,1,133.88,72.16,61.72,0.00
1a763ac1e8,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Sondre ODDVOLL BOE,NOR,23,2,107.61,47.47,61.14,1.00
02a875384c,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Slavik HAYRAPETYAN,ARM,22,3,120.09,64.11,55.98,0.00
facc09a61b,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Valtter VIRTANEN,FIN,24,4,107.57,50.07,58.50,1.00
7b14406806,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Jiri BELOHRADSKY,CZE,21,5,120.63,62.21,59.42,1.00
ac925aad35,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Daniel Albert NAURITS,EST,20,6,120.96,61.38,59.58,0.00
760616c063,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Graham NEWBERRY,GBR,16,7,130.27,67.99,62.28,0.00
45cad6c702,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Kevin AYMOZ,FRA,18,8,128.21,62.73,66.48,1.00
c8a128ae7e,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Javier RAYA,ESP,17,9,128.87,63.81,66.06,1.00
fa57beb7f7,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Maurizio ZANDRON,ITA,19,10,122.61,60.39,63.22,1.00
caa5433469,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Ivan RIGHINI,ITA,11,11,140.19,71.19,71.00,2.00
b3456a93ca,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Ivan PAVLOV,UKR,14,12,133.93,69.07,64.86,0.00
3b39cec622,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Moris KVITELASHVILI,GEO,4,13,161.35,89.77,71.58,0.00
c3858e1ade,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Chafik BESSEGHIER,FRA,10,14,151.40,79.28,72.12,0.00
d8259a0957,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Paul FENTZ,GER,8,15,153.17,82.53,70.64,0.00
1b436929e3,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Michal BREZINA,CZE,13,16,136.91,62.71,76.20,2.00
3cfc58477d,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Alexander SAMARIN,RUS,7,17,153.61,83.05,72.56,2.00
6f998c54f0,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Alexander MAJOROV,SWE,12,18,139.11,65.39,73.72,0.00
8d5d2f1943,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Deniss VASILJEVS,LAT,6,19,155.33,76.19,79.14,0.00
c317d7b87d,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Mikhail KOLYADA,RUS,3,20,166.22,82.78,84.44,1.00
1655cfc089,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Jorik HENDRICKX,BEL,5,21,160.06,79.48,80.58,0.00
f8d0e254a8,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Javier FERNANDEZ,ESP,1,22,190.59,98.29,93.30,1.00
be2544946f,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Maxim KOVTUN,RUS,2,23,172.27,87.77,84.50,0.00
77e4000218,ISU European Figure Skating Championships 2017,MEN FREE SKATING,Alexei BYCHENKO,ISR,9,24,152.56,76.26,77.30,1.00
9aff36e541,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Michael NEUMAN,SVK,34,1,47.67,24.49,24.18,1.00
18d3850ac9,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Alexander BOROVOJ,HUN,27,2,53.02,27.73,25.29,0.00
7488c0bc6c,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Engin Ali ARTAN,TUR,32,3,50.38,27.95,22.43,0.00
9f3a79555c,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Anton KARPUK,BLR,29,4,52.26,27.24,25.02,0.00
c04c9fd144,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Mario-Rafael IONIAN,AUT,36,5,42.62,19.52,23.10,0.00
78ad3499bd,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Slavik HAYRAPETYAN,ARM,21,6,60.69,34.51,26.18,0.00
74d6881cc7,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Larry LOUPOLOVER,AZE,31,7,51.30,25.87,25.43,0.00
967411a130,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Daniel Albert NAURITS,EST,24,8,55.14,26.71,28.43,0.00
51974ecc60,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Javier RAYA,ESP,17,9,66.67,35.21,31.46,0.00
f8f1a53ca0,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Mark GORODNITSKY,ISR,30,10,51.72,25.73,25.99,0.00
1c4fefa21c,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Thomas KENNES,NED,28,11,52.95,26.99,25.96,0.00
209e9fde9c,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Igor REZNICHENKO,POL,25,12,54.81,30.10,26.71,2.00
58f9f1cb7e,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Jiri BELOHRADSKY,CZE,20,13,60.99,32.28,28.71,0.00
858c3956b4,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Nicky OBREYKOV,BUL,35,14,44.83,19.50,25.33,0.00
8f4d74e820,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Valtter VIRTANEN,FIN,22,15,56.52,28.34,29.18,1.00
905838f1f0,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Nicholas VRDOLJAK,CRO,26,16,53.45,27.13,26.32,0.00
66cabdf983,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Sondre ODDVOLL BOE,NOR,23,17,55.24,25.63,29.61,0.00
cf2facab8e,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Moris KVITELASHVILI,GEO,10,18,76.85,43.70,33.15,0.00
9d671bcf77,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Kevin AYMOZ,FRA,13,19,71.26,37.48,33.78,0.00
8d30e904a7,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Graham NEWBERRY,GBR,16,20,67.79,36.43,31.36,0.00
9bd25f10da,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Stephane WALKER,SUI,19,21,62.86,31.12,31.74,0.00
5d9ae4d3ac,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Ivan PAVLOV,UKR,15,22,68.94,36.47,32.47,0.00
5d2468bfdf,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Paul FENTZ,GER,12,23,72.68,39.47,34.21,1.00
d57d835e51,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Maurizio ZANDRON,ITA,18,24,63.79,32.40,31.39,0.00
b3f6fa89ce,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Deniss VASILJEVS,LAT,6,25,79.87,42.30,37.57,0.00
2882847714,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Mikhail KOLYADA,RUS,4,26,83.96,41.89,42.07,0.00
5dfa187b67,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Chafik BESSEGHIER,FRA,11,27,76.19,39.18,37.01,0.00
12162fc378,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Jorik HENDRICKX,BEL,5,28,82.50,43.07,39.43,0.00
80d6df708a,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Alexander MAJOROV,SWE,7,29,78.87,41.05,37.82,0.00
106661f5c5,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Ivan RIGHINI,ITA,14,30,69.96,34.45,37.51,2.00
74ae70573c,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Maxim KOVTUN,RUS,2,31,94.53,52.97,41.56,0.00
ee52004cf2,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Daniel SAMOHIN,ISR,33,32,50.33,14.93,35.40,0.00
d2724bd290,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Michal BREZINA,CZE,8,33,78.61,39.11,40.50,1.00
45a22123d6,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Alexei BYCHENKO,ISR,3,34,86.68,47.00,39.68,0.00
9270df67ca,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Alexander SAMARIN,RUS,9,35,77.26,40.62,37.64,1.00
6bfd30e073,ISU European Figure Skating Championships 2017,MEN SHORT PROGRAM,Javier FERNANDEZ,ESP,1,36,104.25,56.93,47.32,0.00
5a853e819d,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Rebecca GHILARDI / Filippo AMBROSINI,ITA,11,1,97.77,54.18,43.59,0.00
2375a5b63b,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Arina CHERNIAVSKAIA / Evgeni KRASNOPOLSKI,ISR,16,2,85.40,46.80,39.60,1.00
b118df0a74,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Lana PETRANOVIC / Antonio SOUZA-KORDEIRU,CRO,15,3,90.84,48.56,43.28,1.00
4fe5fef452,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Minerva Fabienne HASE / Nolan SEEGERT,GER,12,4,96.13,51.80,45.33,1.00
9f8851434a,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Zoe JONES / Christopher BOYADJI,GBR,14,5,91.10,45.15,45.95,0.00
f1a58314eb,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Miriam ZIEGLER / Severin KIEFER,AUT,9,6,108.49,55.58,52.91,0.00
48f3615ad6,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Lola ESBRAT / Andrei NOVOSELOV,FRA,13,7,93.21,45.16,49.05,1.00
5f69786998,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Tatiana DANILOVA / Mikalai KAMIANCHUK,BLR,10,8,98.28,51.58,47.70,1.00
77421145e0,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Anna DUSKOVA / Martin BIDAR,CZE,7,9,123.19,65.77,58.42,1.00
d58661cea7,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Nicole DELLA MONICA / Matteo GUARISE,ITA,8,10,117.02,56.10,60.92,0.00
1318b9d736,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Valentina MARCHEI / Ondrej HOTAREK,ITA,6,11,125.40,62.60,62.80,0.00
bd1beb9645,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Natalia ZABIIAKO / Alexander ENBERT,RUS,5,12,128.37,63.91,64.46,0.00
bbd2f44a4a,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Aliona SAVCHENKO / Bruno MASSOT,GER,1,13,148.59,73.15,75.44,0.00
b9ee86557a,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Ksenia STOLBOVA / Fedor KLIMOV,RUS,4,14,142.81,70.81,73.00,1.00
eef830b2d1,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Evgenia TARASOVA / Vladimir MOROZOV,RUS,2,15,146.76,72.82,73.94,0.00
5fcf8d2ef8,ISU European Figure Skating Championships 2017,PAIRS FREE SKATING,Vanessa JAMES / Morgan CIPRES,FRA,3,16,145.84,74.27,71.57,0.00
c744e93d8b,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Lana PETRANOVIC / Antonio SOUZA-KORDEIRU,CRO,15,1,49.25,28.91,21.34,1.00
15254c62bb,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Tatiana DANILOVA / Mikalai KAMIANCHUK,BLR,10,2,53.27,31.50,21.77,0.00
9c0e949c77,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Rebecca GHILARDI / Filippo AMBROSINI,ITA,14,3,50.71,28.10,22.61,0.00
1ab9f37949,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Ioulia CHTCHETININA / Noah SCHERER,SUI,17,4,47.52,27.13,20.39,0.00
b82e6d562d,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Goda BUTKUTE / Nikita ERMOLAEV,LTU,18,5,44.79,24.96,21.83,2.00
aef090c0a2,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Minerva Fabienne HASE / Nolan SEEGERT,GER,13,6,51.27,28.53,22.74,0.00
76c016dd79,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Lola ESBRAT / Andrei NOVOSELOV,FRA,11,7,52.51,28.97,23.54,0.00
8829c32ef2,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Arina CHERNIAVSKAIA / Evgeni KRASNOPOLSKI,ISR,16,8,47.92,27.55,21.37,1.00
a1cc79b069,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Zoe JONES / Christopher BOYADJI,GBR,12,9,52.32,29.72,22.60,0.00
8ab05d3d16,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Natalia ZABIIAKO / Alexander ENBERT,RUS,5,10,72.38,40.36,32.02,0.00
725757d2cd,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Valentina MARCHEI / Ondrej HOTAREK,ITA,6,11,66.53,36.01,30.52,0.00
de832c5b02,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Miriam ZIEGLER / Severin KIEFER,AUT,9,12,57.14,32.29,25.85,1.00
d7b7aa32f0,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Aliona SAVCHENKO / Bruno MASSOT,GER,3,13,73.76,38.67,36.09,1.00
b2bf075a60,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Anna DUSKOVA / Martin BIDAR,CZE,7,14,65.90,38.31,28.59,1.00
7238b2e3b8,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Ksenia STOLBOVA / Fedor KLIMOV,RUS,4,15,73.70,39.47,36.23,2.00
cff53045aa,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Nicole DELLA MONICA / Matteo GUARISE,ITA,8,16,63.97,34.63,30.34,1.00
39c8ba8027,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Evgenia TARASOVA / Vladimir MOROZOV,RUS,1,17,80.82,44.50,36.32,0.00
0689294958,ISU European Figure Skating Championships 2017,PAIRS SHORT PROGRAM,Vanessa JAMES / Morgan CIPRES,FRA,2,18,74.18,41.42,32.76,0.00
e075adc7a0,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Matilda FRIEND / William BADAOUI,AUS,15,1,56.54,29.89,26.65,0.00
645462fc98,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Adele MORRISON / Demid ROKACHEV,AUS,14,2,58.48,33.73,25.75,1.00
fcf3740c72,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Hojung LEE / Richard Kang In KAM,KOR,13,3,67.85,37.20,32.65,2.00
5d80ea64cc,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Kimberley HEW-LOW / Timothy MCKERNAN,AUS,16,4,51.43,26.55,25.88,1.00
53847b3b87,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Linshu SONG / Zhuoming SUN,CHN,11,5,72.99,38.26,35.73,1.00
1a510fea7c,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Kana MURAMOTO / Chris REED,JPN,9,6,82.58,38.86,43.72,0.00
34c6762a9c,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Hong CHEN / Yan ZHAO,CHN,10,7,77.21,41.05,36.16,0.00
aec1fa3cee,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Emi HIRAI / Marien DE LA ASUNCION,JPN,12,8,72.36,37.34,35.02,0.00
641fa5830c,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Yura MIN / Alexander GAMELIN,KOR,8,9,85.68,44.28,41.40,0.00
02025712a6,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Piper GILLES / Paul POIRIER,CAN,5,10,108.93,54.93,54.00,0.00
2dca4f1063,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Shiyue WANG / Xinyu LIU,CHN,7,11,92.78,48.21,44.57,0.00
5ab70bc21a,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Kaitlyn WEAVER / Andrew POJE,CAN,4,12,108.94,53.53,55.41,0.00
74b80ede24,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Madison CHOCK / Evan BATES,USA,3,13,110.91,55.62,55.29,0.00
4d905d5c6f,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Madison HUBBELL / Zachary DONOHUE,USA,6,14,107.03,53.68,53.35,0.00
c048efb242,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Maia SHIBUTANI / Alex SHIBUTANI,USA,2,15,115.26,58.43,56.83,0.00
ca25d54e37,ISU Four Continents Championships 2017,ICE DANCE FREE DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,16,117.20,59.25,57.95,0.00
5e53d08a0d,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Adele MORRISON / Demid ROKACHEV,AUS,14,1,37.87,20.07,17.80,0.00
bc5f7f7221,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Hong CHEN / Yan ZHAO,CHN,11,2,51.34,26.99,24.35,0.00
07da83d879,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Kimberley HEW-LOW / Timothy MCKERNAN,AUS,15,3,33.54,16.97,17.57,1.00
1dcdfb7e9d,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Linshu SONG / Zhuoming SUN,CHN,10,4,51.60,27.48,24.12,0.00
19d365b52e,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Emi HIRAI / Marien DE LA ASUNCION,JPN,12,5,49.35,25.55,23.80,0.00
815206e3ec,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Matilda FRIEND / William BADAOUI,AUS,16,6,32.75,17.52,18.23,3.00
e58fbb1657,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Yura MIN / Alexander GAMELIN,KOR,8,7,59.01,32.75,26.26,0.00
7b31f49753,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Hojung LEE / Richard Kang In KAM,KOR,13,8,44.57,22.94,22.63,1.00
06ed8ac63f,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Tessa VIRTUE / Scott MOIR,CAN,1,9,79.75,41.38,38.37,0.00
ee4991954a,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Kana MURAMOTO / Chris REED,JPN,9,10,57.80,29.53,28.27,0.00
4a95b5b844,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Piper GILLES / Paul POIRIER,CAN,7,11,61.21,28.27,33.94,1.00
ea771d177a,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Shiyue WANG / Xinyu LIU,CHN,6,12,61.45,32.33,29.12,0.00
9c65a02ac5,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Kaitlyn WEAVER / Andrew POJE,CAN,5,13,71.15,34.93,36.22,0.00
acc8bcc180,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Madison CHOCK / Evan BATES,USA,3,14,74.67,38.73,35.94,0.00
00693b66b5,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Maia SHIBUTANI / Alex SHIBUTANI,USA,2,15,76.59,39.49,37.10,0.00
52dbf2df53,ISU Four Continents Championships 2017,ICE DANCE SHORT DANCE,Madison HUBBELL / Zachary DONOHUE,USA,4,16,73.79,38.56,35.23,0.00
a8f4b6cf0a,ISU Four Continents Championships 2017,LADIES FREE SKATING,Maisy Hiu Ching MA,HKG,18,1,81.10,40.41,41.69,1.00
630b0f0bcb,ISU Four Continents Championships 2017,LADIES FREE SKATING,Shuran YU,SGP,21,2,75.14,36.71,39.43,1.00
256e10a426,ISU Four Continents Championships 2017,LADIES FREE SKATING,Chloe ING,SGP,20,3,78.57,38.35,41.22,1.00
a051550637,ISU Four Continents Championships 2017,LADIES FREE SKATING,Suh Hyun SON,KOR,16,5,83.74,44.48,40.26,1.00
b9208a8511,ISU Four Continents Championships 2017,LADIES FREE SKATING,Alaine CHARTRAND,CAN,8,7,113.48,59.02,54.46,0.00
84e029f8cc,ISU Four Continents Championships 2017,LADIES FREE SKATING,Ziquan ZHAO,CHN,15,8,97.40,52.75,45.65,1.00
4ceef44b30,ISU Four Continents Championships 2017,LADIES FREE SKATING,Kailani CRAINE,AUS,17,9,82.21,37.13,47.08,2.00
3630f28c35,ISU Four Continents Championships 2017,LADIES FREE SKATING,Brooklee HAN,AUS,14,10,103.61,53.77,49.84,0.00
d558bfa5de,ISU Four Continents Championships 2017,LADIES FREE SKATING,Amy LIN,TPE,19,11,79.62,34.56,46.06,1.00
